segment_0010|en esta parte en la que él tuvo una gran injerencia también en el cine, sobre todo en Hollywood.|en esta parte en la que él tuvo una gran injerencia también en el cine, sobre todo en hollywood.
segment_0011|Fue confundador de Apple en 1976 junto a Stephen Wozniak. A ambos se les conoce como Steve.|fue confundador de apple en 1976 junto a stephen wozniak. a ambos se les conoce como steve.
segment_0012|Pero esto fue algo que ellos adoptaron, pero realmente el nombre de Wozniak es Stephen. Transformó la informática personal con el Apple II.|pero esto fue algo que ellos adoptaron, pero realmente el nombre de wozniak es stephen. transformó la informática personal con el apple ii.
segment_0013|y la Macintosh, que es la que nosotros actualmente conocemos, marcando el inicio de una nueva era y vamos a ver eventualmente por qué.|y la macintosh, que es la que nosotros actualmente conocemos, marcando el inicio de una nueva era y vamos a ver eventualmente por qué.
segment_0014|Su enfoque en el diseño, la simplicidad, la experiencia del usuario lo convirtieron en una figura disruptiva dentro de la industria.|su enfoque en el diseño, la simplicidad, la experiencia del usuario lo convirtieron en una figura disruptiva dentro de la industria.
segment_0015|Durante su segunda etapa en Nápoles lideró la creación de productos icónicos, que es lo que actualmente seguimos utilizando.|durante su segunda etapa en nápoles lideró la creación de productos icónicos, que es lo que actualmente seguimos utilizando.
segment_0016|como el iMac en sus múltiples versiones, el iPod que revolucionó en gran medida la música.|como el imac en sus múltiples versiones, el ipod que revolucionó en gran medida la música.
segment_0017|redefiniendo la música como nosotros la utilizamos, al igual que la telefonía, que además fue el impulsor del éxito.|redefiniendo la música como nosotros la utilizamos, al igual que la telefonía, que además fue el impulsor del éxito.
segment_0018|revolucionario de animación de la película como Toy Story. Hacia adelante y vamos a ver esa fascinante historia.|revolucionario de animación de la película como toy story. hacia adelante y vamos a ver esa fascinante historia.
segment_0019|Su estilo de liderazgo, basado en la perfección y la innovación constante, dejó una huella imborrable en la tecnología y en la cultura empresarial.|su estilo de liderazgo, basado en la perfección y la innovación constante, dejó una huella imborrable en la tecnología y en la cultura empresarial.
segment_0020|pero su influencia sigue presente en la forma en que interactuamos con la tecnología en la actualidad. Esta es la estructura en la que se ha desarrollado la tecnología.|pero su influencia sigue presente en la forma en que interactuamos con la tecnología en la actualidad. esta es la estructura en la que se ha desarrollado la tecnología.
segment_0021|que he denominado desarrollar esta cátedra, pero también quisiera mostrarles cómo la vamos a deconstruir.|que he denominado desarrollar esta cátedra, pero también quisiera mostrarles cómo la vamos a deconstruir.
segment_0022|Uno de los discursos más importantes de Steve Jobs fue el que dio en Stanford en el 2005. Sí, me imagino algunos de ustedes ya lo han de haber escuchado.|uno de los discursos más importantes de steve jobs fue el que dio en stanford en el 2005. sí, me imagino algunos de ustedes ya lo han de haber escuchado.
segment_0023|Pero vamos a tratar de entender cómo es que este discurso que parecía tan simple realmente tenía una estructura magistral.|pero vamos a tratar de entender cómo es que este discurso que parecía tan simple realmente tenía una estructura magistral.
segment_0024|Diría documento porque se ha sido transcrito, ha sido analizado por personas dedicadas a la comunicación.|diría documento porque se ha sido transcrito, ha sido analizado por personas dedicadas a la comunicación.
segment_0025|Y el discurso en la actualidad tiene más de 45 millones de reproducciones, porque es un discurso que pareciera un sencillo…|y el discurso en la actualidad tiene más de 45 millones de reproducciones, porque es un discurso que pareciera un sencillo
segment_0026|Pero realmente él utiliza la retórica clásica de Aristóteles, en la que se conoce como el logos, el patos y el etos.|pero realmente él utiliza la retórica clásica de aristóteles, en la que se conoce como el logos, el patos y el etos.
segment_0027|Una estructura que se utiliza para hacer discursos de influencia y que tengan el impacto que efectivamente tuvo este discurso.|una estructura que se utiliza para hacer discursos de influencia y que tengan el impacto que efectivamente tuvo este discurso.
segment_0028|Luego también se utilizan elementos del viaje del héroe de Joseph Campbell, si alguno de ustedes lo han escuchado, esto está dividido en tres.|luego también se utilizan elementos del viaje del héroe de joseph campbell, si alguno de ustedes lo han escuchado, esto está dividido en tres.
segment_0029|de tiempos de la historia, pero al mismo tiempo está dividido en 12 fases. Entonces es bien interesante cómo él, en su paso por Pixar,|de tiempos de la historia, pero al mismo tiempo está dividido en 12 fases. entonces es bien interesante cómo él, en su paso por pixar,
segment_0030|pues no lo desaprovecha, sino que también utiliza esta plataforma.|pues no lo desaprovecha, sino que también utiliza esta plataforma.
segment_0031|como lo fue este discurso de Stanford para darnos a conocer la maestría de lo que él había aprendido durante ese tiempo.|como lo fue este discurso de stanford para darnos a conocer la maestría de lo que él había aprendido durante ese tiempo.
segment_0032|Entonces esta historia está dividida en tres partes. La primera, conectando los puntos, en donde vamos a ver, o vamos a profundizar.|entonces esta historia está dividida en tres partes. la primera, conectando los puntos, en donde vamos a ver, o vamos a profundizar.
segment_0033|La adopción, como ustedes saben, él es una persona que durante mucho tiempo reflexiona acerca de por qué sus padres lo dieron en adopción.|la adopción, como ustedes saben, él es una persona que durante mucho tiempo reflexiona acerca de por qué sus padres lo dieron en adopción.
segment_0034|Y es principalmente una de las grandes preguntas que lo hacen profundizar en una gran búsqueda. Y él en este discurso también lo aborda.|y es principalmente una de las grandes preguntas que lo hacen profundizar en una gran búsqueda. y él en este discurso también lo aborda.
segment_0035|Las clases de caligrafía que hacen que la belleza y la estética fueran fundamentales para el desarrollo de sus productos y el impacto que esas decisiones tuvo para él.|las clases de caligrafía que hacen que la belleza y la estética fueran fundamentales para el desarrollo de sus productos y el impacto que esas decisiones tuvo para él.
segment_0036|A nivel espiritual también hace mención muy brevemente de una búsqueda en la que vamos a profundizar. Luego, en la historia número dos, acerca del amor y la pérdida.|a nivel espiritual también hace mención muy brevemente de una búsqueda en la que vamos a profundizar. luego, en la historia número dos, acerca del amor y la pérdida.
segment_0037|La creación de su empresa, el despido de la empresa a los 30 años, lo que para él significó el fracaso público.|la creación de su empresa, el despido de la empresa a los 30 años, lo que para él significó el fracaso público.
segment_0038|lo que significó volver a empezar el impacto que tuvieron sus empresas como Next y Pixar y su matrimonio con Lawrence Paul Jobs.|lo que significó volver a empezar el impacto que tuvieron sus empresas como next y pixar y su matrimonio con lawrence paul jobs.
segment_0039|Y por último, su último mensaje que es acerca de la muerte. En ese entonces y durante este discurso, él ya sabía acerca de su cáncer y había ganado la batalla.|y por último, su último mensaje que es acerca de la muerte. en ese entonces y durante este discurso, él ya sabía acerca de su cáncer y había ganado la batalla.
segment_0040|Sin embargo, años después, vuelve a enfrentarse nuevamente al cáncer.|sin embargo, años después, vuelve a enfrentarse nuevamente al cáncer.
segment_0041|él ya se sentía libre de esa situación, por lo tanto nos deja un último discurso.|él ya se sentía libre de esa situación, por lo tanto nos deja un último discurso.
segment_0042|acerca de la muerte. Y por último, como cualquier discurso, las palabras de motivación para saber lo que él quería comunicarnos.|acerca de la muerte. y por último, como cualquier discurso, las palabras de motivación para saber lo que él quería comunicarnos.
segment_0043|Entonces, como es esta dinámica, es que vamos a ver parte del discurso y luego vamos a profundizar en él.|entonces, como es esta dinámica, es que vamos a ver parte del discurso y luego vamos a profundizar en él.
segment_0044|Estoy honrado de estar con ustedes hoy para su comienzo de una de las universidades más bonitas del mundo. La verdad es que nunca gradué de la universidad.|estoy honrado de estar con ustedes hoy para su comienzo de una de las universidades más bonitas del mundo. la verdad es que nunca gradué de la universidad.
segment_0045|Y este es el más cercano que he tenido a una graduación de colegio. Hoy quiero contarles tres historias de mi vida. Eso es todo. No es un gran problema.|y este es el más cercano que he tenido a una graduación de colegio. hoy quiero contarles tres historias de mi vida. eso es todo. no es un gran problema.
segment_0046|es sobre conectar los puntos. Me fui de la universidad de Reed después de los primeros seis meses, pero luego me quedé como un descanso por otros 18 meses o así antes de que realmente quitarme.|es sobre conectar los puntos. me fui de la universidad de reed después de los primeros seis meses, pero luego me quedé como un descanso por otros 18 meses o así antes de que realmente quitarme.
segment_0047|¿Por qué me dejé? Comenzó antes de que me naciera. Mi madre biológica era una joven estudiante no nacido, y decidió ponerme en adopción.|¿por qué me dejé? comenzó antes de que me naciera. mi madre biológica era una joven estudiante no nacido, y decidió ponerme en adopción.
segment_0048|Ella sentía muy fuerte que yo debería ser adoptado por graduados de la universidad, así que todo estaba listo para que me adoptaran a la nube por un abogado y su esposa.|ella sentía muy fuerte que yo debería ser adoptado por graduados de la universidad, así que todo estaba listo para que me adoptaran a la nube por un abogado y su esposa.
segment_0049|Except that when I popped out, they decided at the last minute that they really wanted a girl. So my parents, who were on a waiting list, got a call in the middle of the night asking...|except that when i popped out, they decided at the last minute that they really wanted a girl. so my parents, who were on a waiting list, got a call in the middle of the night asking...
segment_0050|Mi madre biológica descubrió después que mi madre nunca había graduado de la universidad y que mi padre nunca había graduado de la escuela de alta.|mi madre biológica descubrió después que mi madre nunca había graduado de la universidad y que mi padre nunca había graduado de la escuela de alta.
segment_0051|No pudo firmar los papeles de adopción final. Solo desistió unos meses después, cuando mis padres prometieron que iría a la universidad.|no pudo firmar los papeles de adopción final. solo desistió unos meses después, cuando mis padres prometieron que iría a la universidad.
segment_0052|Y 17 años después, sí fui a la universidad. Pero elegí una universidad que era casi tan costosa como Stanford.|y 17 años después, sí fui a la universidad. pero elegí una universidad que era casi tan costosa como stanford.
segment_0053|y no tenía idea de cómo la universidad me ayudaría a resolverlo. Y aquí estaba, gastando todo el dinero que mis padres habían salvado su vida.|y no tenía idea de cómo la universidad me ayudaría a resolverlo. y aquí estaba, gastando todo el dinero que mis padres habían salvado su vida.
segment_0054|Así que decidí dejar de trabajar y confiar que todo funcionaría bien. Fue bastante asqueroso en ese momento, pero mirando atrás, fue una de las mejores decisiones que he hecho.|así que decidí dejar de trabajar y confiar que todo funcionaría bien. fue bastante asqueroso en ese momento, pero mirando atrás, fue una de las mejores decisiones que he hecho.
segment_0055|El momento en que me desplazé, podía parar de tomar las clases requeridas que no me interesaban y empezar a desplazarme en las que parecían mucho más interesantes.|el momento en que me desplazé, podía parar de tomar las clases requeridas que no me interesaban y empezar a desplazarme en las que parecían mucho más interesantes.
segment_0056|No fue todo romántico. No tenía una habitación dormitoria, así que dormí en la pared de las habitaciones de amigos. Retiré botellas de Coca-Cola para comprar comida con los depósitos de 5 centos.|no fue todo romántico. no tenía una habitación dormitoria, así que dormí en la pared de las habitaciones de amigos. retiré botellas de coca-cola para comprar comida con los depósitos de 5 centos.
segment_0057|Y yo caminaba las siete millas de la ciudad cada domingo para conseguir una buena comida a la semana en el templo de Hare Krishna.|y yo caminaba las siete millas de la ciudad cada domingo para conseguir una buena comida a la semana en el templo de hare krishna.
segment_0058|Mucho de lo que me he encontrado siguiendo mi curiosidad y intuición, resultó ser priceless más tarde.|mucho de lo que me he encontrado siguiendo mi curiosidad y intuición, resultó ser priceless más tarde.
segment_0059|Déjame darles un ejemplo. Reed College en ese tiempo ofreció quizás la mejor instrucción de caligrafía en el país. A través del campus.|déjame darles un ejemplo. reed college en ese tiempo ofreció quizás la mejor instrucción de caligrafía en el país. a través del campus.
segment_0060|Cada poster, cada tabla en cada caja, fue hermosamente caligrafado. Porque me había dejado y no tenía que tomar las clases normales,|cada poster, cada tabla en cada caja, fue hermosamente caligrafado. porque me había dejado y no tenía que tomar las clases normales,
segment_0061|Aprendí sobre las tarjetas de serif y de serif, sobre la variación de la cantidad de espacio entre las combinaciones de letras diferentes, sobre lo que hace a la tipografía genial.|aprendí sobre las tarjetas de serif y de serif, sobre la variación de la cantidad de espacio entre las combinaciones de letras diferentes, sobre lo que hace a la tipografía genial.
segment_0062|Fue hermoso, histórico, artísticamente sutil, de una manera que la ciencia no puede capturar. Y lo encontré fascinante.|fue hermoso, histórico, artísticamente sutil, de una manera que la ciencia no puede capturar. y lo encontré fascinante.
segment_0063|Pero 10 años después, cuando estábamos diseñando el primer computador Macintosh, todo volvió a mí. Y lo diseñamos todo en el Mac.|pero 10 años después, cuando estábamos diseñando el primer computador macintosh, todo volvió a mí. y lo diseñamos todo en el mac.
segment_0064|Si nunca hubiera entrado en ese curso en la universidad, el Mac nunca habría tenido múltiples espacios de tipo o espacios de proporción.|si nunca hubiera entrado en ese curso en la universidad, el mac nunca habría tenido múltiples espacios de tipo o espacios de proporción.
segment_0065|Si nunca me hubiera dejado, nunca me hubiera dejado en esa clase de caligrafía. Y los computadores personales no podrían tener la maravillosa tipografía que hacen.|si nunca me hubiera dejado, nunca me hubiera dejado en esa clase de caligrafía. y los computadores personales no podrían tener la maravillosa tipografía que hacen.
segment_0066|Por supuesto, era imposible conectar los puntos en el futuro cuando estaba en la universidad, pero era muy, muy claro mirar hacia atrás 10 años después.|por supuesto, era imposible conectar los puntos en el futuro cuando estaba en la universidad, pero era muy, muy claro mirar hacia atrás 10 años después.
segment_0067|De nuevo, no puedes conectar los puntos mirando adelante, solo puedes conectarlos mirando hacia atrás. Así que tienes que confiar que los puntos de alguna manera se conectarán en tu futuro.|de nuevo, no puedes conectar los puntos mirando adelante, solo puedes conectarlos mirando hacia atrás. así que tienes que confiar que los puntos de alguna manera se conectarán en tu futuro.
segment_0068|Tienes que confiar en algo, tu alma, tu destino, tu vida, tu karma, lo que sea. Porque creer que los puntos se conectarán en la calle...|tienes que confiar en algo, tu alma, tu destino, tu vida, tu karma, lo que sea. porque creer que los puntos se conectarán en la calle...
segment_0069|te dará la confianza de seguir tu corazón, incluso cuando te guíe hacia el camino bien conocido, y eso hará toda la diferencia.|te dará la confianza de seguir tu corazón, incluso cuando te guíe hacia el camino bien conocido, y eso hará toda la diferencia.
segment_0070|el viaje del héroe, en donde el héroe es llamado a la acción y tiene que enfrentar ciertas dificultades.|el viaje del héroe, en donde el héroe es llamado a la acción y tiene que enfrentar ciertas dificultades.
segment_0071|el uso del etos para hacer que nosotros nos podamos sentir identificados con estas dificultades que el personaje está viviendo.|el uso del etos para hacer que nosotros nos podamos sentir identificados con estas dificultades que el personaje está viviendo.
segment_0072|Y como les digo, de alguna manera en este discurso, él hace una profunda reflexión de lo que...|y como les digo, de alguna manera en este discurso, él hace una profunda reflexión de lo que...
segment_0073|Vamos a ver más adelante. Todos estos datos y mucha de la información está basada en la única biografía que él autorizó, que fue la de Walter Isaacson.|vamos a ver más adelante. todos estos datos y mucha de la información está basada en la única biografía que él autorizó, que fue la de walter isaacson.
segment_0074|con quien estuvo trabajando en sus últimos años cuando él ya sabía que estaba enfermo de cáncer.|con quien estuvo trabajando en sus últimos años cuando él ya sabía que estaba enfermo de cáncer.
segment_0075|y biológicos de Steve Jobs. Él nace el 24 de febrero de 1955 en San Francisco, California.|y biológicos de steve jobs. él nace el 24 de febrero de 1955 en san francisco, california.
segment_0076|Fue dada una adopción a Paul y Clara Jobs, una pareja de clase trabajadora de Mountain View, como para identificar cuáles eran los perfiles de sus padres.|fue dada una adopción a paul y clara jobs, una pareja de clase trabajadora de mountain view, como para identificar cuáles eran los perfiles de sus padres.
segment_0077|Y se crió una granja lechera en Winscombs y trabaja como mecánico y se alistó en la Guardia Costera a los 19 años.|y se crió una granja lechera en winscombs y trabaja como mecánico y se alistó en la guardia costera a los 19 años.
segment_0078|Al retornar, pues conoce a Clara, Clara Hagopian, hija de inmigrantes armenios, nacía en New Jersey y se mudó con su familia a San Francisco.|al retornar, pues conoce a clara, clara hagopian, hija de inmigrantes armenios, nacía en new jersey y se mudó con su familia a san francisco.
segment_0079|se casó y quedó viuda tras la muerte de su marido en la Segunda Guerra Mundial. Eventualmente, pues ellos dos se conocen.|se casó y quedó viuda tras la muerte de su marido en la segunda guerra mundial. eventualmente, pues ellos dos se conocen.
segment_0080|Y se casan. Joanne Schovel, hija de una inversionista de empresas inmobiliarias y fotográficas, estudió un posgrado en la Universidad de Wisconsin.|y se casan. joanne schovel, hija de una inversionista de empresas inmobiliarias y fotográficas, estudió un posgrado en la universidad de wisconsin.
segment_0081|Y Abdul John Handali es musulmán, llegado de Siria. Su padre era un dueño de varias refinadoras de crudo en Damasco y estudió en la Universidad Americana de Beirut.|y abdul john handali es musulmán, llegado de siria. su padre era un dueño de varias refinadoras de crudo en damasco y estudió en la universidad americana de beirut.
segment_0082|En ese momento, cuando conoce a Joan. Algo interesante de la relación de los padres biológicos de Steve Jobs es que para…|en ese momento, cuando conoce a joan. algo interesante de la relación de los padres biológicos de steve jobs es que para
segment_0083|las familias era muy importante la educación. El padre de Joan no estaba de acuerdo con la relación que tenía en ese entonces.|las familias era muy importante la educación. el padre de joan no estaba de acuerdo con la relación que tenía en ese entonces.
segment_0084|con John, lo voy a llamar John porque la pronunciación es un poco compleja, su segundo nombre es John.|con john, lo voy a llamar john porque la pronunciación es un poco compleja, su segundo nombre es john.
segment_0085|El padre no estaba de acuerdo con esta relación. A pesar de eso, pues ellos hacen un viaje.|el padre no estaba de acuerdo con esta relación. a pesar de eso, pues ellos hacen un viaje.
segment_0086|En ese entonces, la pareja tenía 23 años, ambos tenían la misma edad, deciden...|en ese entonces, la pareja tenía 23 años, ambos tenían la misma edad, deciden...
segment_0087|no casarse, porque Joan no quería tener problemas con su familia, considerada que también era muy joven y que no estaba lista para eso. Y quizás una de las...|no casarse, porque joan no quería tener problemas con su familia, considerada que también era muy joven y que no estaba lista para eso. y quizás una de las...
segment_0088|Según la biografía, uno de los problemas más grandes era el papá de Joan, quien no estaba de acuerdo con esa unión. Lo irónico es que...|según la biografía, uno de los problemas más grandes era el papá de joan, quien no estaba de acuerdo con esa unión. lo irónico es que...
segment_0089|el Papa fallece y después ellos se casan. Lo único malo es que...|el papa fallece y después ellos se casan. lo único malo es que...
segment_0090|Joan al darse cuenta que no se puede casar en ese periodo de tiempo, en 1955, en 1954.|joan al darse cuenta que no se puede casar en ese periodo de tiempo, en 1955, en 1954.
segment_0091|Se da cuenta que lo mejor va a ser dar en adopción, ya que el aborto no era una opción para ella.|se da cuenta que lo mejor va a ser dar en adopción, ya que el aborto no era una opción para ella.
segment_0092|Se va a San Francisco, va con un médico y este médico le ayuda a tener al bebé.|se va a san francisco, va con un médico y este médico le ayuda a tener al bebé.
segment_0093|y buscar a padres adoptivos de forma privada. Una de las condiciones que puso Joan al momento de dar a su hijo en adopción, de la cual habla Steve Jobs,|y buscar a padres adoptivos de forma privada. una de las condiciones que puso joan al momento de dar a su hijo en adopción, de la cual habla steve jobs,
segment_0094|al momento de dar su discurso, es que el requisito es que estos padres que van a recibir a su hijo tengan estudios universitarios.|al momento de dar su discurso, es que el requisito es que estos padres que van a recibir a su hijo tengan estudios universitarios.
segment_0095|Y entonces el doctor decide que un abogado y su esposa van a ser quienes van a recibir al bebé.|y entonces el doctor decide que un abogado y su esposa van a ser quienes van a recibir al bebé.
segment_0096|Cuando el niño nace, en febrero de 1955, los padres adoptivos que ya se habían comprometido deciden no.|cuando el niño nace, en febrero de 1955, los padres adoptivos que ya se habían comprometido deciden no.
segment_0097|no recibirlo, por lo que él mencionaba, porque había sido un niño y no una niña como ellos esperaban. Entonces, en ese momento...|no recibirlo, por lo que él mencionaba, porque había sido un niño y no una niña como ellos esperaban. entonces, en ese momento...
segment_0098|En 1946, Clara y Paul se comprometen y luego de intentar tener hijos durante nueve años,|en 1946, clara y paul se comprometen y luego de intentar tener hijos durante nueve años,
segment_0099|Deciden en 1955 adoptar, y en ese entonces pues ellos estaban en la lista de espera también, para recibir a Steve Jobs.|deciden en 1955 adoptar, y en ese entonces pues ellos estaban en la lista de espera también, para recibir a steve jobs.
segment_0100|Por eso es que la llamada que decían mis padres recibieron una llamada, ellos aceptan al niño. Sin embargo, cuando ya tenían al niño...|por eso es que la llamada que decían mis padres recibieron una llamada, ellos aceptan al niño. sin embargo, cuando ya tenían al niño...
segment_0101|Joan se da cuenta, antes de firmar los papeles, que no eran como ella esperaba padres que tuvieran estudios universitarios.|joan se da cuenta, antes de firmar los papeles, que no eran como ella esperaba padres que tuvieran estudios universitarios.
segment_0102|y por lo tanto decide rechazar. Entonces ellos le dicen, no te preocupes, nosotros nos comprometemos.|y por lo tanto decide rechazar. entonces ellos le dicen, no te preocupes, nosotros nos comprometemos.
segment_0103|Así que en el momento en el que él tenga que estudiar, nosotros vamos a ahorrar para que él pueda ir a la universidad, ya que esto es un requisito para que podamos tener a nuestro hijo.|así que en el momento en el que él tenga que estudiar, nosotros vamos a ahorrar para que él pueda ir a la universidad, ya que esto es un requisito para que podamos tener a nuestro hijo.
segment_0104|Y así fue como lo hicieron, se comprometieron para que Steve Jobs pudiera ir a la universidad, pagándole un tuition de 34 mil dólares al semestre.|y así fue como lo hicieron, se comprometieron para que steve jobs pudiera ir a la universidad, pagándole un tuition de 34 mil dólares al semestre.
segment_0105|que es de lo que él habla, al darse cuenta que es demasiado dinero, y que él en ese entonces no sabía ni qué era lo que quería, y consideraba que la universidad no era para él.|que es de lo que él habla, al darse cuenta que es demasiado dinero, y que él en ese entonces no sabía ni qué era lo que quería, y consideraba que la universidad no era para él.
segment_0106|De alguna forma, dejando evidente su manera de ser rebelde y su búsqueda también interna.|de alguna forma, dejando evidente su manera de ser rebelde y su búsqueda también interna.
segment_0107|Algo interesante, y solo recordemos algunos datos, a manera de crear una ironía en la vida de Steve Jobs.|algo interesante, y solo recordemos algunos datos, a manera de crear una ironía en la vida de steve jobs.
segment_0108|Y es que los padres cuando deciden darlo en adopción, o la madre más bien, tiene 23 años. Y los padres adoptivos...|y es que los padres cuando deciden darlo en adopción, o la madre más bien, tiene 23 años. y los padres adoptivos...
segment_0109|Tienen 27 y 29 años, es decir, estaban un poco más grandes. En estas fotografías podemos ver a los padres.|tienen 27 y 29 años, es decir, estaban un poco más grandes. en estas fotografías podemos ver a los padres.
segment_0110|de Steve Jobs, Los Adoptivos, y como les decían, John y Joan se casan en ese mismo año, 1955, porque el padre de Joan fallece.|de steve jobs, los adoptivos, y como les decían, john y joan se casan en ese mismo año, 1955, porque el padre de joan fallece.
segment_0111|Y entonces ellos dicen, bueno, nos podemos casar. Y quisieron o intentaron recuperar a su hijo, pero ya no fue posible.|y entonces ellos dicen, bueno, nos podemos casar. y quisieron o intentaron recuperar a su hijo, pero ya no fue posible.
segment_0112|Mona Simpson es una escritora que eventualmente escribe varios libros, en uno de ellos su|mona simpson es una escritora que eventualmente escribe varios libros, en uno de ellos su
segment_0113|hermano también juega un papel muy importante y toda su familia, aunque ella siempre menciona que todo es ficción.|hermano también juega un papel muy importante y toda su familia, aunque ella siempre menciona que todo es ficción.
segment_0114|Veamos la parte de su rebeldía, su juventud y la curiosidad y la experimentación de Steve Jobs.|veamos la parte de su rebeldía, su juventud y la curiosidad y la experimentación de steve jobs.
segment_0115|que no es para nada oculto y la biografía lo señala muy bien, cómo él tuvo esta actitud rebelde desde la adolescencia.|que no es para nada oculto y la biografía lo señala muy bien, cómo él tuvo esta actitud rebelde desde la adolescencia.
segment_0116|A muy temprana edad, pues mostró una gran curiosidad por la electrónica y la creatividad, influenciado por su padre, Paul, quien le dio la oportunidad de hacer un estudio de la tecnología.|a muy temprana edad, pues mostró una gran curiosidad por la electrónica y la creatividad, influenciado por su padre, paul, quien le dio la oportunidad de hacer un estudio de la tecnología.
segment_0117|le enseña a trabajar con herramientas en su garage. Algo muy importante en la biografía es cómo se describe la relación que Steve Jobs tuvo con Paul Jobs.|le enseña a trabajar con herramientas en su garage. algo muy importante en la biografía es cómo se describe la relación que steve jobs tuvo con paul jobs.
segment_0118|Y era porque el papá era mecánico, entonces estaba muy relacionado con todo lo que tuviera que ver con la mecánica.|y era porque el papá era mecánico, entonces estaba muy relacionado con todo lo que tuviera que ver con la mecánica.
segment_0119|la ingeniería, el diseño y además era una persona a la que le gustaba la estética, porque las cosas eran muy bien hechas.|la ingeniería, el diseño y además era una persona a la que le gustaba la estética, porque las cosas eran muy bien hechas.
segment_0120|Entonces él aprendió desde temprana edad esta manera de hacer las cosas. Además de eso, el padre era un gran vendedor.|entonces él aprendió desde temprana edad esta manera de hacer las cosas. además de eso, el padre era un gran vendedor.
segment_0121|Y Steve Jobs también aprendió mucho acerca de eso, gracias a su padre, de cómo convencer a las personas o cómo relacionarse con ellos.|y steve jobs también aprendió mucho acerca de eso, gracias a su padre, de cómo convencer a las personas o cómo relacionarse con ellos.
segment_0122|con ellas, a pesar de que en muchas ocasiones, durante toda su personalidad, era un personaje bastante excéntrico.|con ellas, a pesar de que en muchas ocasiones, durante toda su personalidad, era un personaje bastante excéntrico.
segment_0123|en todo sentido y lo vamos a ir viendo más adelante. Pero ahora alguien al que...|en todo sentido y lo vamos a ir viendo más adelante. pero ahora alguien al que...
segment_0124|realmente experimentó mucho la austeridad, a pesar de sus grandes habilidades de generar dinero, quizás algo que siempre fue un denominador común en su vida.|realmente experimentó mucho la austeridad, a pesar de sus grandes habilidades de generar dinero, quizás algo que siempre fue un denominador común en su vida.
segment_0125|Fue el tema de ser austero y en esa época, acordémonos que estamos también hablando de los 60's, él empezó a experimentar. A los 15 años...|fue el tema de ser austero y en esa época, acordémonos que estamos también hablando de los 60s, él empezó a experimentar. a los 15 años...
segment_0126|Durante sus estudios de high school, empezó a fumar marihuana, LSD y otros alucinógenos.|durante sus estudios de high school, empezó a fumar marihuana, lsd y otros alucinógenos.
segment_0127|En ese momento la relación de padre e hijo era muy buena y ese fue el único incidente que menciona la biología.|en ese momento la relación de padre e hijo era muy buena y ese fue el único incidente que menciona la biología.
segment_0128|que tuvo con su papá en una confrontación en donde el papá no estaba de acuerdo en el que él estuviera haciendo esto.|que tuvo con su papá en una confrontación en donde el papá no estaba de acuerdo en el que él estuviera haciendo esto.
segment_0129|A los 16 años conoce a Stephen Gary Wozniak. En ese entonces él tenía 16 y Wozniak tenía 21 años. Recuerden que…|a los 16 años conoce a stephen gary wozniak. en ese entonces él tenía 16 y wozniak tenía 21 años. recuerden que
